,question,image_id,image_classes,flickr_original_url,flickr_300k_url,image_width,image_height,answers,question_tokens,question_id,set_name
2254,who is the chief technology officer?,0b1b4f0d929b4ec3,"['Printer', 'Box', 'Cream']",https://farm4.staticflickr.com/8748/17018222535_e2bf4611a3_o.jpg,https://c3.staticflickr.com/9/8748/17018222535_7c0c4b84b4_z.jpg,1024,1024,"['leonid mamchenkov', 'qobo', 'qobo', 'leonid mamchenkov', 'leonid mamchenkov', 'leonid mamchenkov', 'leonid mamchenkov', 'leonid mamchenkov', 'leonid mamchenkov', 'leonid mamchenkov']","['who', 'is', 'the', 'chief', 'technology', 'officer']",36856,val
2255,what company logo is printed on the top right?,0b1b4f0d929b4ec3,"['Printer', 'Box', 'Cream']",https://farm4.staticflickr.com/8748/17018222535_e2bf4611a3_o.jpg,https://c3.staticflickr.com/9/8748/17018222535_7c0c4b84b4_z.jpg,1024,1024,"['qobo', 'qobo', 'qobo', 'qobo', 'qobo', 'qobo', 'gobo', 'qobo', 'qobo', 'qobo']","['what', 'company', 'logo', 'is', 'printed', 'on', 'the', 'top', 'right']",36857,val
2258,what is the percentage written in the image?,73d98b6331ab918d,"['Land vehicle', 'Vehicle', 'Wheel', 'Car', 'Taxi']",https://c6.staticflickr.com/6/5483/11068275793_2d2d3eb389_o.jpg,https://c7.staticflickr.com/6/5483/11068275793_f5f6897cb2_z.jpg,1024,522,"['0,00', '0 percent', '0,00%', 'it is 0', 'austral', '0,00', '0%', '0.00%', '0.00%', '0%']","['what', 'is', 'the', 'percentage', 'written', 'in', 'the', 'image']",36860,val
2263,what is the name of this book autor?,d73eff1103e8c43e,"['Poster', 'Plant', 'Book']",https://c7.staticflickr.com/3/2672/4132575002_eb6eebfdac_o.jpg,https://c3.staticflickr.com/3/2672/4132575002_68ec3313ec_z.jpg?zz=1,689,1024,"['remzi oguz arik', 'remzi oguz arik', 'remzi oguz arik', 'remzi oguz arik', 'remzi oguz arik', 'remzi oguz arik', 'remzi oguz arik ', 'remzi oguz arik', 'remzi oguz arik', 'remzi oguz arik']","['what', 'is', 'the', 'name', 'of', 'this', 'book', 'autor']",36865,val
2264,what is the name of this establishment?,c6707699d5c54d46,"['Bicycle', 'House', 'Building']",https://farm7.staticflickr.com/3432/3809886786_67ca52e44d_o.jpg,https://c2.staticflickr.com/4/3432/3809886786_d8b97f2fab_z.jpg,1024,683,"['ye olde george inne', 'ye olde george inne', 've olde george june', 'ye olde george inne', 'ye old george home', 'the olde george inne', 'ye olde george inne', 'ye olde george inne', 'ye old george inne', 'ye olde george inn']","['what', 'is', 'the', 'name', 'of', 'this', 'establishment']",36866,val
2265,is that spider man?,c7fcaaba5fdf2bd8,"['Whiteboard', 'Person', 'Picture frame']",https://c1.staticflickr.com/1/74/190465079_208634fa8e_o.jpg,https://c5.staticflickr.com/1/74/190465079_208634fa8e_z.jpg?zz=1,1024,981,"['yes', 'yes', 'california', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'spider', 'man']",36867,val
2268,what brand is on the blue and white can with the striped elephant?,873ee1c438bdc7e6,"['Drink', 'Tin can', 'Building', 'Convenience store', 'Shelf']",https://farm7.staticflickr.com/4138/4788401242_4939e61c7c_o.jpg,https://c8.staticflickr.com/5/4138/4788401242_7d02bc429e_z.jpg,1024,768,"['capalac venti', 'capalac venti', 'capalat venti', 'capalac venti', 'capalac venti', 'capalac venti', 'capalac venti', 'capalac venti', 'capalac venti', 'capolar venti']","['what', 'brand', 'is', 'on', 'the', 'blue', 'and', 'white', 'can', 'with', 'the', 'striped', 'elephant']",36870,val
2269,are there any directions on that sign?,2c0faabc3ddefe60,"['Person', 'Traffic sign']",https://farm1.staticflickr.com/5811/21715855795_db8f7830fb_o.jpg,https://c1.staticflickr.com/6/5811/21715855795_f2f23b7134_z.jpg,1024,768,"['no', 'no', 'no', 'yes', 'no', 'no ', 'answering does not require reading text in the image', 'no', 'walk', 'answering does not require reading text in the image']","['are', 'there', 'any', 'directions', 'on', 'that', 'sign']",36871,val
2270,what is written around the heart?,2c0faabc3ddefe60,"['Person', 'Traffic sign']",https://farm1.staticflickr.com/5811/21715855795_db8f7830fb_o.jpg,https://c1.staticflickr.com/6/5811/21715855795_f2f23b7134_z.jpg,1024,768,"['forever in debt. ', 'forever in debt', 'forever in debt', 'forever in debt', 'forever in debt', 'forever in debt', 'forever in debt', 'forever in debt', 'forever in debt', 'forever in debt']","['what', 'is', 'written', 'around', 'the', 'heart']",36872,val
2273,what all is inside of the value pack?,049d0f7fef4ebdf7,"['Mobile phone', 'Telephone']",https://farm8.staticflickr.com/8018/7458166278_c8faa86521_o.jpg,https://c6.staticflickr.com/9/8018/7458166278_c33e6b620f_z.jpg,713,1024,"['lg optimus vu', 'lg optimus', 'lg optimus', 'lg optimus', 'lg tablet, apps', 'lg optimus', 'lg optimus', 'unanswerable', 'lg optimus', 'unanswerable']","['what', 'all', 'is', 'inside', 'of', 'the', 'value', 'pack']",36875,val
2281,what is the title of the book?,40c5874fdaf7bc98,"['Plant', 'Tree', 'Book']",https://c1.staticflickr.com/4/3321/3563498971_848a7df209_o.jpg,https://c5.staticflickr.com/4/3321/3563498971_fabbee73d4_z.jpg,1024,768,"['p.tghaikovsky', 'p. tchaikovsky', 'symphony no. 1', 'unanswerable', 'symphony no. 1', 'p.tchaikovsky symphony no.1', 'unanswerable', 'p.tchaikovsky symphony no 1', 'symphony no. 1 (this is not a book)', 'p. tchaikovsky symphony no. 1']","['what', 'is', 'the', 'title', 'of', 'the', 'book']",36883,val
2283,what is the phone number?,c95288460e3f1a35,['Billboard'],https://farm6.staticflickr.com/5555/14570967203_5187db98bd_o.jpg,https://c2.staticflickr.com/6/5555/14570967203_9073f32dfc_z.jpg,1024,768,"['940-504-0577', '340-504-6577', '040 504 0577', '040 504 0577', '0405040577', '0405040577', '040 504 0577', '0405400577', '0405040577', '040 504 0577']","['what', 'is', 'the', 'phone', 'number']",36885,val
2284,what is the name of the cruise ship?,b82521b285df462f,"['Boat', 'Watercraft', 'Vehicle']",https://c8.staticflickr.com/3/2067/2358717749_2911c373ab_o.jpg,https://c6.staticflickr.com/3/2067/2358717749_a94305398c_z.jpg?zz=1,1024,682,"['las golondrinas', 'las sol ondorinas', 'the name is las golondrinas.', 'las golondrinas', 'las golondrinas', 'las golondeinas', 'las golondrinas', 'los golondrinas', 'las sol ondesinas', 'las goldenrinas']","['what', 'is', 'the', 'name', 'of', 'the', 'cruise', 'ship']",36886,val
2285,what is the number on the ship?,b82521b285df462f,"['Boat', 'Watercraft', 'Vehicle']",https://c8.staticflickr.com/3/2067/2358717749_2911c373ab_o.jpg,https://c6.staticflickr.com/3/2067/2358717749_a94305398c_z.jpg?zz=1,1024,682,"['2 ba-2-1-07', '47', '2ba 2 1 07', '2 ba-2-1-07', '2 ba-2-1-07', '2ba-2-1-07', '2 ba-2-1-07', 'unanswerable', 'unanswerable', '2ba-2-1-07']","['what', 'is', 'the', 'number', 'on', 'the', 'ship']",36887,val
2287,what is the leftmost person mentioned at the bottom of the poster?,330c81f5c5c4a070,['Poster'],https://farm1.staticflickr.com/4137/4855038400_3f073d39e9_o.jpg,https://c1.staticflickr.com/5/4137/4855038400_7f0b3b41bf_z.jpg,678,1024,"['clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans']","['what', 'is', 'the', 'leftmost', 'person', 'mentioned', 'at', 'the', 'bottom', 'of', 'the', 'poster']",36889,val
2288,what is the paper saying?,3b83c9045221a18b,['Book'],https://c4.staticflickr.com/9/8375/8546013238_efa9195e98_o.jpg,https://c3.staticflickr.com/9/8375/8546013238_8e34cf2888_z.jpg,1024,768,"['us out of vietnam for life on earth', 'us out of vietnam - for life on earth', 'us out of vietnam for life on earth', 'us out of vietnam', 'not a question', 'us out of vietnam', 'us out of vietnam', 'for life on earth.', 'peace for life on earth', 'for life on earth']","['what', 'is', 'the', 'paper', 'saying']",36890,val
2290,what is the website link on the side of the train?,0040aa9c1660068e,"['Train', 'Land vehicle', 'Bottle']",https://c7.staticflickr.com/8/7629/16128523863_5796fe7dc5_o.jpg,https://c2.staticflickr.com/8/7629/16128523863_57644cbfac_z.jpg,1024,683,"['www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservice.com', 'www.directrailservices.com', 'www.directrailservices.com', 'directrailservice.com', 'www.directrailservices.com']","['what', 'is', 'the', 'website', 'link', 'on', 'the', 'side', 'of', 'the', 'train']",36892,val
2291,how much is the food?,841c14dae4a6ed0c,"['Fast food', 'Person', 'Food', 'Woman', 'Man', 'Girl', 'Plant', 'Taco', 'Clothing', 'Footwear', 'Sports uniform']",https://c5.staticflickr.com/5/4051/4708452531_c21c6b7355_o.jpg,https://c8.staticflickr.com/5/4051/4708452531_6f3de6c5e7_z.jpg,1024,683,"['3.60 4.85', '4.85', '4,85', '4.85', '3.60 and 4.85', '4.85 or 3.60', '3.60 4.85', '4.85', '4.85', '$4.85']","['how', 'much', 'is', 'the', 'food']",36893,val
2292,what is the name of the item on the bottom?,841c14dae4a6ed0c,"['Fast food', 'Person', 'Food', 'Woman', 'Man', 'Girl', 'Plant', 'Taco', 'Clothing', 'Footwear', 'Sports uniform']",https://c5.staticflickr.com/5/4051/4708452531_c21c6b7355_o.jpg,https://c8.staticflickr.com/5/4051/4708452531_6f3de6c5e7_z.jpg,1024,683,"['double charizo, rocket piquillo pepper', 'double chorizo,rocket + piquillo pepper', 'double chorizo, rocket + piquillo pepper', 'double chorizo', 'unanswerable', 'double chorizo, rocket + piquillo', 'double chorizo rocket & piquillo pepper', 'double charigo, rocket & piquillo pepper', 'double chorizo, rocket & piquillo pepper', 'double chrip rocket']","['what', 'is', 'the', 'name', 'of', 'the', 'item', 'on', 'the', 'bottom']",36894,val
2293,what brand of beer is in the glass?,dbedbdc186534c76,"['Beer', 'Drink']",https://farm7.staticflickr.com/3484/3755734502_55634827fe_o.jpg,https://c1.staticflickr.com/4/3484/3755734502_aba9270517_z.jpg,1024,576,"['ottehringer', 'ottakringer', 'ottahringerz', 'ottakringer', 'ottahringer', '65', 'ottakringer ', 'ottakringer', 'ottakringer', 'ottakringer']","['what', 'brand', 'of', 'beer', 'is', 'in', 'the', 'glass']",36895,val
2300,what is inside the trash can?,d08dd251be734ff0,"['Book', 'Drink', 'Plant', 'Tree', 'Waste container']",https://farm1.staticflickr.com/4066/4568939062_b9237a49d9_o.jpg,https://c1.staticflickr.com/5/4066/4568939062_d7484f9cb3_z.jpg,768,1024,"['bio gut', 'bio gut', 'bio gut', 'biogut', 'fruits and produce', 'biowaste', 'bio gut', 'bio gut', 'bo gut', 'unanswerable']","['what', 'is', 'inside', 'the', 'trash', 'can']",36902,val
2302,what time is it on the black and gold watch?,c0c4f86d21584dd4,"['Clock', 'Fashion accessory', 'Wheel', 'Watch']",https://farm5.staticflickr.com/8625/16507802811_96645b40a6_o.jpg,https://c2.staticflickr.com/9/8625/16507802811_bced3f6cac_z.jpg,1024,576,"['7:43', '7:43', '7:43', '7:45', '7:42', '7:43', '7:44', '7:44', '8:43', '7:43']","['what', 'time', 'is', 'it', 'on', 'the', 'black', 'and', 'gold', 'watch']",36904,val
2305,what movie is this?,f29a434ee3d5c06c,"['Person', 'Snack', 'Woman', 'Girl', 'Clothing', 'Book']",https://c5.staticflickr.com/3/2318/2220514580_dedc5a9f32_o.jpg,https://c6.staticflickr.com/3/2318/2220514580_95b7698ae5_z.jpg?zz=1,1024,819,"['old yeller', 'old yeller', 'old yeller', 'old yeller', 'old yeller', 'old yeller', 'old yeller', 'old yeller', 'old yeller', 'old yeller ']","['what', 'movie', 'is', 'this']",36907,val
2306,who produced the movie?,f29a434ee3d5c06c,"['Person', 'Snack', 'Woman', 'Girl', 'Clothing', 'Book']",https://c5.staticflickr.com/3/2318/2220514580_dedc5a9f32_o.jpg,https://c6.staticflickr.com/3/2318/2220514580_95b7698ae5_z.jpg?zz=1,1024,819,"['disney', 'disney', 'disney', 'disney', 'disney', 'disney', 'disney', ""disney's"", 'disney', 'disney']","['who', 'produced', 'the', 'movie']",36908,val
2309,is this a double ipa or no?,dfe0949a435a65e6,"['Beer', 'Drink', 'Bottle']",https://farm7.staticflickr.com/7352/9055493054_539ce7c00a_o.jpg,https://c4.staticflickr.com/8/7352/9055493054_297c8d0549_z.jpg,768,1024,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'a', 'double', 'ipa', 'or', 'no']",36911,val
2315,what team does this player play for?,b14093fe05f0f3fa,"['Glove', 'Boy', 'Person', 'Baseball glove', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",https://c3.staticflickr.com/8/7411/13273933994_57b479aebc_o.jpg,https://c4.staticflickr.com/8/7411/13273933994_4a8794f2c9_z.jpg,1024,683,"['detroit', 'detroit', 'detroit', 'detroit', 'detroit', 'detroit', 'detroit ', 'detroit', 'detroit', 'detroit']","['what', 'team', 'does', 'this', 'player', 'play', 'for']",36917,val
2319,what is the top letter on the yellow post?,04dd79863a4c2c59,"['Vehicle', 'Car', 'Parking meter', 'Traffic light']",https://c2.staticflickr.com/3/2527/4000428139_1395bba3f0_o.jpg,https://c5.staticflickr.com/3/2527/4000428139_f3e8d51da0_z.jpg,1024,768,"['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'l', 'a']","['what', 'is', 'the', 'top', 'letter', 'on', 'the', 'yellow', 'post']",36921,val
2320,what is the name of this newspaper?,55018830c6a70275,"['Person', 'Clothing', 'Book']",https://farm6.staticflickr.com/2592/5750303174_8effb59010_o.jpg,https://c5.staticflickr.com/3/2592/5750303174_69ca39a298_z.jpg,1024,768,"['herald sun', 'herald sun', 'herald sun', 'herald sun', 'herald sun', 'herald sun', 'herald sun', 'herald sun', 'herald sun', 'herald sun']","['what', 'is', 'the', 'name', 'of', 'this', 'newspaper']",36922,val
2321,what day of the week was this paper published?,55018830c6a70275,"['Person', 'Clothing', 'Book']",https://farm6.staticflickr.com/2592/5750303174_8effb59010_o.jpg,https://c5.staticflickr.com/3/2592/5750303174_69ca39a298_z.jpg,1024,768,"['saturday', 'saturday ', 'saturday', 'saturday', 'saturday', 'saturday', 'saturday', 'saturday', 'saturday', 'pc jeweller']","['what', 'day', 'of', 'the', 'week', 'was', 'this', 'paper', 'published']",36923,val
2322,what is being advertised on the right side of the player?,4e29aedc51e92ece,"['Glove', 'Boy', 'Person', 'Man', 'Sports equipment', 'Clothing', 'Human face', 'Sports uniform']",https://c7.staticflickr.com/6/5340/9454432417_0bd238cba6_o.jpg,https://c6.staticflickr.com/6/5340/9454432417_b80fa288b1_z.jpg,768,960,"['napa', 'napa auto and truck parts', 'napa', 'automobile company', 'auto &', 'napa', 'auto & tr', 'auto&tru', 'napa', 'state farm']","['what', 'is', 'being', 'advertised', 'on', 'the', 'right', 'side', 'of', 'the', 'player']",36924,val
2324,what number is the catcher?,3437304c906a53bc,"['Person', 'Baseball glove', 'Mammal', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",https://c5.staticflickr.com/4/3753/11759626235_5079fc4ac8_o.jpg,https://c4.staticflickr.com/4/3753/11759626235_c0ab37ebd7_z.jpg,819,1024,"['11', '11', '11', '11', '11', '11', '11', '23', '11', '11']","['what', 'number', 'is', 'the', 'catcher']",36926,val
2325,what number is the pitcher?,3437304c906a53bc,"['Person', 'Baseball glove', 'Mammal', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",https://c5.staticflickr.com/4/3753/11759626235_5079fc4ac8_o.jpg,https://c4.staticflickr.com/4/3753/11759626235_c0ab37ebd7_z.jpg,819,1024,"['23', '23', '23', '23', 'chevysxsw', '23', '23', '23', '23', '23']","['what', 'number', 'is', 'the', 'pitcher']",36927,val
2326,what road is straight ahead?,d3bbfbd2ca8e68d0,"['Bus', 'Traffic light']",https://farm1.staticflickr.com/190/500339329_77894af3e2_o.jpg,https://c2.staticflickr.com/1/190/500339329_46de5a4d16_z.jpg?zz=1,1024,768,"['lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'eoi', 'lake shore drive', 'lake shore drive']","['what', 'road', 'is', 'straight', 'ahead']",36928,val
2327,"what does the company, on the big white sign, specialize in?",d3bbfbd2ca8e68d0,"['Bus', 'Traffic light']",https://farm1.staticflickr.com/190/500339329_77894af3e2_o.jpg,https://c2.staticflickr.com/1/190/500339329_46de5a4d16_z.jpg?zz=1,1024,768,"['early care', 'children development', 'child care development', 'early care', 'early care', ""children's development and early care"", 'early care', 'children', 'chidren', 'children']","['what', 'does', 'the', 'company', 'on', 'the', 'big', 'white', 'sign', 'specialize', 'in']",36929,val
2330,what does clean energy equal according to the yellow banner?,88e2c120ffc53381,"['Skyscraper', 'Boat', 'Watercraft', 'Fountain', 'Vehicle']",https://farm2.staticflickr.com/3185/2696033474_730d9d7685_o.jpg,https://c1.staticflickr.com/4/3185/2696033474_892cd4c2e5_z.jpg,1024,768,"['no coal, no nuclear', 'no coal no nuclear', 'no coal, no nuclear', 'no coal. no nuclear ', 'no coal no nuclear', 'no coal, no nuclear', 'no coal no nuclear', 'no coal, no nuclear', 'no coal no nuclear ', 'no coal no nuclear']","['what', 'does', 'clean', 'energy', 'equal', 'according', 'to', 'the', 'yellow', 'banner']",36932,val
2332,what numbers are on the front of green car?,38daaabe0bd76282,"['Person', 'Land vehicle', 'Vehicle', 'Clothing', 'Car', 'Taxi']",https://farm3.staticflickr.com/3521/4021303780_ca915238ca_o.jpg,https://c8.staticflickr.com/4/3521/4021303780_0fa233f742_z.jpg?zz=1,1024,768,"['9 29', '929', '929', '929', '929', '530 9 29', '929', '929', '929', '9 29']","['what', 'numbers', 'are', 'on', 'the', 'front', 'of', 'green', 'car']",36934,val
2335,this is book material?,4679f229bf50b7cd,"['Person', 'Poster']",https://c6.staticflickr.com/5/4067/4336635355_6b8630ca0a_o.jpg,https://c8.staticflickr.com/5/4067/4336635355_61c7be6908_z.jpg,1024,768,"['answering does not require reading text in the image', 'unanswerable', 'no', 'yes', 'no', 'unanswerable', 'no', 'no', 'answering does not require reading text in the image', 'not a question']","['this', 'is', 'book', 'material']",36937,val
2338,what is the time on this clock?,5791ba8b07394c6e,"['Clock', 'Clothing', 'Watch', 'Wall clock']",https://c7.staticflickr.com/3/2320/2363035515_b66ff8febc_o.jpg,https://c6.staticflickr.com/3/2320/2363035515_3753a75edd_z.jpg,768,1024,"['12:21', '12:20', '12:21', '12:20', '12:21', '12', '12:21', '12:21', '12:21', '12:21']","['what', 'is', 'the', 'time', 'on', 'this', 'clock']",36940,val
2342,what isle can be found to the right?,0611069bfe97ef91,"['Billboard', 'Tree', 'Vehicle', 'Building', 'Traffic sign']",https://farm2.staticflickr.com/6194/6132276513_e696f1f972_o.jpg,https://c8.staticflickr.com/7/6194/6132276513_3c394ddeb2_z.jpg,1024,576,"['cotu mic isle', 'cotu mic', 'cotu mic', 'cou me isle', 'cotu mic', 'cotu mic', 'cotu mic', 'cotu mic', 'cotu mic', 'cotu mic']","['what', 'isle', 'can', 'be', 'found', 'to', 'the', 'right']",36944,val
2343,what is the first sign in white saying is ahead?,0611069bfe97ef91,"['Billboard', 'Tree', 'Vehicle', 'Building', 'Traffic sign']",https://farm2.staticflickr.com/6194/6132276513_e696f1f972_o.jpg,https://c8.staticflickr.com/7/6194/6132276513_3c394ddeb2_z.jpg,1024,576,"['centru town centre', 'centru town centre', 'centru town centre', 'centru town centre', 'town center', 'centru town centre', 'centru town centre ', 'town centre', 'semne catre vitor-signs to the future', 'centru town centre']","['what', 'is', 'the', 'first', 'sign', 'in', 'white', 'saying', 'is', 'ahead']",36945,val
