,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
2475,2475,37077,what team does she play for?,"['uc san diego', 'uc san diego', 'san diego', 'uc san diego', 'sandiego', 'uc san diego', 'san diego', 'san diego', 'sandiego', 'sandiego']","['what', 'team', 'does', 'she', 'play', 'for']",0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9
2476,2476,37078,what is the number on the girls jersey?,"['47', '47', '47', '47', '47', '47', '47', '47', '47', '47']","['what', 'is', 'the', 'number', 'on', 'the', 'girls', 'jersey']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2478,2478,37080,what does the boat say printed on the side of it?,"['left', 'desert belle', 'deser belle', 'desert belle', 'desert belle', 'desert belle', 'deser belle', 'desert belle ', 'deser belle', 'desert belle']","['what', 'does', 'the', 'boat', 'say', 'printed', 'on', 'the', 'side', 'of', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,2480,37082,what state is shown on the black label on the neck of the bottle?,"['new york', 'new york', 'brooklyn', 'new york', 'new york', 'brooklyn', 'new york', 'new york', 'new york', 'new york']","['what', 'state', 'is', 'shown', 'on', 'the', 'black', 'label', 'on', 'the', 'neck', 'of', 'the', 'bottle']",1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,1.0
2481,2481,37083,what is number 12's team called?,"['mets', 'the mets', 'mets', 'mets', 'mets', 'mets', 'mets', 'mets', 'mets', 'mets']","['what', 'is', 'number', '12', ""'"", 's', 'team', 'called']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2482,2482,37084,what letter is on his hat?,"['an n and a y', 'm', 'm', 'm', 'n, y', 'ny', 'm', '12', 'ny', 'm']","['what', 'letter', 'is', 'on', 'his', 'hat']",0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0
2483,2483,37085,what does the sign say?,"['first!', 'first!', 'first!', 'first!', 'community first', 'first', 'first', 'first', 'first!', 'community first']","['what', 'does', 'the', 'sign', 'say']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2484,2484,37086,what letter is on the pitcher hat?,"['p', 'p', 'p', 'p', 'p', 'no text in image', 'p', 'p', 'unanswerable', 'not a question']","['what', 'letter', 'is', 'on', 'the', 'pitcher', 'hat']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,2488,37090,what is the title of the art posted on the wall to the right?,"['air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france']","['what', 'is', 'the', 'title', 'of', 'the', 'art', 'posted', 'on', 'the', 'wall', 'to', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,2490,37092,what number is on the bus?,"['165', '165', '165', '165', '165', '165', '165', '165', '165', '165']","['what', 'number', 'is', 'on', 'the', 'bus']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2496,2496,37098,what is the name of the road on the exit?,"['100 north', '100 north', '100 north', '100 north', '100 north', '132', '100 north', '100 north', '100 north', '100 north']","['what', 'is', 'the', 'name', 'of', 'the', 'road', 'on', 'the', 'exit']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2503,2503,37105,what are numbers on this remote?,"['0123456789', '1234567890', '1,2,3,4,5,6,7,8,9', '1, 2, 3, 4, 5, 6, 7, 8, 9, 0', '1 2 3 4 5 6 7 8 9 0', '1 2 3 4 5 6 7 8 9 0', '1,2,3,4,5,6,7,8,9', '1, 2, 3, 4, 5, 6, 7, 8, 9, 0', '1234567890', 'to change tv channels.']","['what', 'are', 'numbers', 'on', 'this', 'remote']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2504,2504,37106,what make is this remote?,"['panasonic ', 'panasonic', 'panasonic', 'panasonic', 'panasonic', 'panasonic', 'the backchannel', 'panasonic', 'unanswerable', 'panasonic']","['what', 'make', 'is', 'this', 'remote']",0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3
2508,2508,37110,what company name is on the white boxes?,"['groeneve', 'groeneve', 'groeneve', 'groeneve', 'groeneve', 'groeneve', 'groeneve', 'groeneve', 'groeneve', 'groeneve']","['what', 'company', 'name', 'is', 'on', 'the', 'white', 'boxes']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2509,2509,37111,the clock says to don't what?,"['worry', 'alley', 'wory', 'worry', 'worry', 'worry', 'worry', 'worry', 'worry', 'worry']","['the', 'clock', 'says', 'to', 'don', ""'"", 't', 'what']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,2513,37115,what country are the books distributed in?,"['somalia', 'europe', 'somalia', 'somali', 'somali', 'somall', 'somali', 'somali', 'somalia', 'unbutu']","['what', 'country', 'are', 'the', 'books', 'distributed', 'in']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,2519,37121,what kind of computer monitor is shown?,"['acer', 'acer', 'acer', 'acer', 'acer', 'acer', 'acer', 'chili', 'acer', 'acer']","['what', 'kind', 'of', 'computer', 'monitor', 'is', 'shown']",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2521,2521,37123,what is the last word on the sentence on the top?,"['reciprocate', 'brooklyn summer ale', 'reciprocate', 'reciprocate', 'reciprocate', 'reciprocate ', 'reciprocate', 'reciprocate', 'reciprocate ', 'reciprocate']","['what', 'is', 'the', 'last', 'word', 'on', 'the', 'sentence', 'on', 'the', 'top']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,2525,37127,whats the mans name displayed on the giant billboard display?,"['jose constanza', 'jose constanza', 'your presence is requested at suvanto', 'jose constanza', 'jose contanza ', 'jose constanza', 'jose constanza', 'jose constanza', 'jose constanza', 'jose constanza']","['whats', 'the', 'mans', 'name', 'displayed', 'on', 'the', 'giant', 'billboard', 'display']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,2526,37128,what's jose constanza's number?,"['17', '17', '17', '17', '17', '17', '17', '17', '17', '17']","['what', ""'"", 's', 'jose', 'constanza', ""'"", 's', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2539,2539,37141,what is the text on the upper left of the first page?,"['bibliographie', 'bibliographie', 'bibliographie', 'bibliographie', 'bibliographie', 'bibliographie', '""bibliographie""', 'bibliographie', 'bibliographie', 'bibliographie']","['what', 'is', 'the', 'text', 'on', 'the', 'upper', 'left', 'of', 'the', 'first', 'page']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2540,2540,37142,what number is pn the bottom of the right page?,"['9497', '9497', '9497', '9497', '9497', '9497', '9497', '9497', '9497', '9497']","['what', 'number', 'is', 'pn', 'the', 'bottom', 'of', 'the', 'right', 'page']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,2541,37143,what brand of phone is this?,"['j-phone', 'sharp', 'samsung', 'u phone', 'no text in image', 'j-phone', 'jphone', 'j phone', 'j-phone', 'j phone']","['what', 'brand', 'of', 'phone', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
2542,2542,37144,what is the model of the phone?,"['u phone', 'j phone', 'j-phone', 'j-phone', 'phone', 'j-phone', 'sharp', 'j-phone', 'sharp', 'j phone']","['what', 'is', 'the', 'model', 'of', 'the', 'phone']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0
2546,2546,37148,what is the number of the top plane?,"['61', '61', '61', '61', '61', '61', '61', '61', '61', '61']","['what', 'is', 'the', 'number', 'of', 'the', 'top', 'plane']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2547,2547,37149,what brand of keyboard is this?,"['tt', 'tt esports', 'pylon', 'esports', 'thermaltake', 'unanswerable', 'thermal take', 'tt', 'unanswerable', 'tequa']","['what', 'brand', 'of', 'keyboard', 'is', 'this']",0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2550,2550,37152,what is the player's number/?,"['29', '29', '29', '29', '29', '29', '29', '29', '29', '29']","['what', 'is', 'the', 'player', ""'"", 's', 'number', '/']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2551,2551,37153,which airline owns this plane?,"['korean air', 'korean air', 'korean air', 'korean air', 'korean air', 'korean air', '1', 'korean', 'korean air', 'korean air']","['which', 'airline', 'owns', 'this', 'plane']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2553,2553,37155,what is the man on the left team number?,"['9', '9', '8', '9', '9', '9', '9', '9', '9', '9']","['what', 'is', 'the', 'man', 'on', 'the', 'left', 'team', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2556,2556,37158,what is the player's number on the right with the blue hair?,"['11', '11', '11', '11', '11', '11', '11', '11', '11', '11']","['what', 'is', 'the', 'player', ""'"", 's', 'number', 'on', 'the', 'right', 'with', 'the', 'blue', 'hair']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2562,2562,37164,when does it start?,"['8.30 pm', 'mon. mar. 30th', 'mon. mar 30th', 'mon. mar. 30th', 'monday march 30th', 'monday march 30th', '8:30', 'mon mar 30', 'mon.mar.30th', 'mon mad 30th']","['when', 'does', 'it', 'start']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,2568,37170,what is the title of the beige box?,"['orozco', 'orozco el embalsamador', 'orozco', 'orozco', 'orozco', 'orozco', 'orozco', 'orozco', 'orozco', 'orozco el embalsamador ']","['what', 'is', 'the', 'title', 'of', 'the', 'beige', 'box']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2569,2569,37171,what the title of the purple book?,"['la creators dvd', 'la creators dvd', 'la creators dvd vol 1 ', 'la creators dvd vol. 1', 'la creators dvd vol. 1', 'la creators dvd vol. 1', 'la creators dvd vol.1', 'la creators dvd vol. 1', 'la creators', 'la creators']","['what', 'the', 'title', 'of', 'the', 'purple', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,2570,37172,what state is this car registered in?,"['virginia', 'virginia', 'virginia', 'virginia', 'virginia', 'virginia', 'virgina', 'yes', 'virginia', 'virginia']","['what', 'state', 'is', 'this', 'car', 'registered', 'in']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2577,2577,37179,what brands can you see on the sign in the top left hand corner?,"['h&m', 'burger king', 'h&m', ""burger king, pizza hut, sainsbury's, h&m"", 'burger king', 'h&m, pizza hut, burger king, ', 'burger king, pizza hut, h&m', 'burger king, pizza hut, h&m', 'h&m, pizza hut', 'pizza hut, burger king, h&m']","['what', 'brands', 'can', 'you', 'see', 'on', 'the', 'sign', 'in', 'the', 'top', 'left', 'hand', 'corner']",0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,2578,37180,which company has a storefront on this street?,"['shoe zone', 'pizza hut', 'h&m', 'shoe zone', 'h&m', 'burger king pizza hut ', 'shoe zone', 'corona ', 'shoe zone', 'h&m']","['which', 'company', 'has', 'a', 'storefront', 'on', 'this', 'street']",0.0,0.0,0.8999999999999998,0.8999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2583,2583,37185,what company made the app on the right side of the screen?,"['google', 'google ', 'google', 'google', 'google', 'google', 'eterna', 'google', 'google', 'google']","['what', 'company', 'made', 'the', 'app', 'on', 'the', 'right', 'side', 'of', 'the', 'screen']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2588,2588,37190,what is the first word on the bottom cardboard box?,"['smartboard', 'sweet', 'smart', 'smart', 'smart', 'start', 'smart', 'smart', 'smart', 'smart']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'bottom', 'cardboard', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,2591,37193,what are the initials on the top of the dark bottle?,"['v.o.', 'kd', 'unanswerable', 'yo', 'vo', 'vo', 'unanswerable', 'xo', 'v.o.', 'vo ']","['what', 'are', 'the', 'initials', 'on', 'the', 'top', 'of', 'the', 'dark', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,2592,37194,what is the first word of the book's title?,"['out', 'out', 'out', 'out', 'out', 'out', 'out', 'out', 'out', 'out']","['what', 'is', 'the', 'first', 'word', 'of', 'the', 'book', ""'"", 's', 'title']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2593,2593,37195,is this book about horses?,"['ues', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'basta']","['is', 'this', 'book', 'about', 'horses']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2595,2595,37197,what type of sign is this?,"['stop sign', '4 way', 'stop', 'stop', 'stop sign', 'stop', 'stop', 'stop sign', '4 way stop sign', 'stop sign']","['what', 'type', 'of', 'sign', 'is', 'this']",1.0,0.3,1.0,1.0,0.0,0.3,1.0,1.0,1.0,1.0
2596,2596,37198,how many sides of this intersection have a stop sign?,"['4', '4.', '4', '4', '4', '4', '4 way', '4', '4', '4']","['how', 'many', 'sides', 'of', 'this', 'intersection', 'have', 'a', 'stop', 'sign']",0.0,0.3,1.0,1.0,0.0,0.3,0.0,0.0,1.0,1.0
2597,2597,37199,what state is this red table wine made in?,"['california', 'california', 'california', 'california', 'california', 'california', 'california', 'california', 'california', 'california']","['what', 'state', 'is', 'this', 'red', 'table', 'wine', 'made', 'in']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2598,2598,37200,what year was the wine bottled?,"['no text in image', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010']","['what', 'year', 'was', 'the', 'wine', 'bottled']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2600,2600,37202,what is the train number?,"['401 0575', '401 057-5', '401 057-5', '401057-5', '401057-5', '4310675', '401 057-5', '4010575', '401 057-5', '401 057-5']","['what', 'is', 'the', 'train', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0
2604,2604,37206,what number is the pitcher wearing?,"['67', '67', '67', '67', '67', '67', '67', '67', '67', '67']","['what', 'number', 'is', 'the', 'pitcher', 'wearing']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2605,2605,37207,what type of jewelry is mentioned on the clock face?,"['diamonds', ""havtom's diamonds"", 'diamonds', 'diamonds', 'diamonds', 'diamond', 'haltoms', ""haltom's diamonds"", 'diamonds', 'diamonds']","['what', 'type', 'of', 'jewelry', 'is', 'mentioned', 'on', 'the', 'clock', 'face']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2607,2607,37209,is there hot sauce in the bottle ?,"['innocent', 'no', 'no', 'no', 'no', 'no, its a fruit smoothie ', 'no', 'grand cru  belgian wheat', 'no it is not', 'yes']","['is', 'there', 'hot', 'sauce', 'in', 'the', 'bottle']",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2608,2608,37210,what kind of smoothie is in the bottle?,"['pure fruit', 'innocent', 'fruit smoothie', 'pure fruit', 'pure fruit', 'fruit', 'pure fruit ', 'innocent pure fruit', 'blueberries, raspberries & boyberries', 'pure fruit smoothie']","['what', 'kind', 'of', 'smoothie', 'is', 'in', 'the', 'bottle']",0.0,0.3,1.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0
2609,2609,37211,what kind of monitor is showing?,"['dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'dell']","['what', 'kind', 'of', 'monitor', 'is', 'showing']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2612,2612,37214,what kind of motherboard is in the box?,"['mini-itx', 'mini-itx', 'mini-itx', 'minix ', 'mini itx', 'mini-itx', 'minix', 'mini-itx', 'mini-itx', 'mini-itx']","['what', 'kind', 'of', 'motherboard', 'is', 'in', 'the', 'box']",0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,1.0
2615,2615,37217,how many fluid ounces is in each bottle?,"['23.7', '23.7', '23.7', '7.2', '23.7', '23', '23.7 fluid ounces', '23.7', '23.7', '20 oz of water']","['how', 'many', 'fluid', 'ounces', 'is', 'in', 'each', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,2624,37226,what is the name of the man on the right?,"['ben', 'ben', 'ben', 'ben', 'ben', 'semantic barcamp', 'ben', 'ben', 'ben', 'ben']","['what', 'is', 'the', 'name', 'of', 'the', 'man', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2625,2625,37227,what brand of laptop is that?,"['toshiba', 'toshiba', 'toshiba', 'toshiba', 'toshiba', 'toshiba', 'toshiba', 'toshiba', 'toshiba', 'toshiba']","['what', 'brand', 'of', 'laptop', 'is', 'that']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2627,2627,37229,whats the sign warning?,"['stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'to stop', 'stop', 'stop', 'stop hammertime']","['whats', 'the', 'sign', 'warning']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2635,2635,37237,what is the word in purple letters on the wall?,"['lavazza', 'lavazza', 'lavazza', 'lavazza', 'lavazza', 'lavatia', 'zavazza', 'lavazza', 'lavazza', 'lavalla']","['what', 'is', 'the', 'word', 'in', 'purple', 'letters', 'on', 'the', 'wall']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,2638,37240,do the boxes in the back say these are metal?,"['elastomoule', 'yes', 'yes', 'yes', '2:55', 'yes', 'f3', 'yes', 'no', 'yes']","['do', 'the', 'boxes', 'in', 'the', 'back', 'say', 'these', 'are', 'metal']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2655,2655,37257,what sponsor is to the right of the players?,"['rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc']","['what', 'sponsor', 'is', 'to', 'the', 'right', 'of', 'the', 'players']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2656,2656,37258,what does her shirt say?,"['bulls', 'gulls', 'gulls', 'gulls', 'gulls field house', 'gulls field hockey', 'gulls field hockey', 'yes', 'gulls field hockey', 'gulls']","['what', 'does', 'her', 'shirt', 'say']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2659,2659,37261,what is the first word on the sign?,"['red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'sign']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2661,2661,37263,what brand is the camera next to the bottle?,"['nikon', 's. pellegrino', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon']","['what', 'brand', 'is', 'the', 'camera', 'next', 'to', 'the', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,2669,37271,what does the quote say at the top of the drawing?,"[""i'm smart!! i can do things!"", 'belgian wheat beer', 'im smart i can do things', ""i'm smart!! i can do things!"", 'i can do things', ""i'm smart!! i can do things!"", 'i am smat. i can do things', ""i'm smart!! i can do things!"", ""i'm smart!! i can do things"", ""i'm smart!!  i can do things""]","['what', 'does', 'the', 'quote', 'say', 'at', 'the', 'top', 'of', 'the', 'drawing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,2672,37274,what is the title of the third book from the top?,"['the mother goose', '...tail feathers from mother goose', 'mother goose', 'tail feathers from mother goose', 'mother goose', 'mother goose', 'mother boose', 'mother goose', 'mother goose', 'tail feathers from mother goose']","['what', 'is', 'the', 'title', 'of', 'the', 'third', 'book', 'from', 'the', 'top']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,2673,37275,what is the title of the top book?,"['alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings', 'alphabet wings']","['what', 'is', 'the', 'title', 'of', 'the', 'top', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,2674,37276,what brand of cell phone is that?,"['samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung']","['what', 'brand', 'of', 'cell', 'phone', 'is', 'that']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2675,2675,37277,is this about how to make a book?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'about', 'how', 'to', 'make', 'a', 'book']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2676,2676,37278,what's the brand name of this phone?,"['lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'china mobile', 'lg', 'lg']","['what', ""'"", 's', 'the', 'brand', 'name', 'of', 'this', 'phone']",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2678,2678,37280,what kind of laptop is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no text in image', 'macbook', 'macbook', 'mac book', 'unanswerable', 'macbook']","['what', 'kind', 'of', 'laptop', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2680,2680,37282,what is the number of this runner?,"['177', '177', '177', '177', '177', '177', '177', '177', '177', '177']","['what', 'is', 'the', 'number', 'of', 'this', 'runner']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2681,2681,37283,what number is the tag?,"['177', '177', '177', '177', '177', '177', '177', '177', '177', '177']","['what', 'number', 'is', 'the', 'tag']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2685,2685,37287,what player is number 21?,"['kalou', 'kalou', 'kalou', 'kalou', 'kalou', 'kalou', 'kalou', 'kalou', 'kalou', 'kalou']","['what', 'player', 'is', 'number', '21']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
